id,time,捐助計畫,計畫起訖年度,捐助對象,捐助內容,捐助經費之用途分析_經常門_人事費,捐助經費之用途分析_經常門_業務費,捐助經費之用途分析_經常門_其他,捐助經費之用途分析_資本門_營建工程,捐助經費之用途分析_資本門_其他,捐助經費之用途分析_合計
201,113,合計,,,,,,914,,,914
201,113,1.對團體之捐助,,,,,,50,,,50
201,113,4040對國內團體之捐助,,,,,,50,,,50
201,113,(1)3102010100一般行政,,,,,,50,,,50
201,113,[1]捐助總統府公務人員協會　01,113-113,總統府公務人員協會,捐助本府公務人員協會辦理會員與機關間糾紛之調處、福利、訓練進修、交流互訪等事項經費。,,,50,,,50
201,113,2.對個人之捐助,,,,,,864,,,864
201,113,4085獎勵及慰問,,,,,,864,,,864
201,113,(1)3102010100一般行政,,,,,,864,,,864
201,113,[1]退休退職人員三節慰問金　02,113-113,退休退職人員,退休公務人員支(兼)領月退休金2萬8千元以下者、退職工友(含技工、駕駛)等符合資格之退休退職人員三節慰問金。,,,864,,,864
201,114,合計,,,,,,914,,,914
201,114,1.對團體之捐助,,,,,,50,,,50
201,114,4040對國內團體之捐助,,,,,,50,,,50
201,114,(1)3102010100一般行政,,,,,,50,,,50
201,114,[1]捐助總統府公務人員協會　01,114-114,總統府公務人員協會,捐助本府公務人員協會辦理會員福利及訓練進修等事項經費。,,,50,,,50
201,114,2.對個人之捐助,,,,,,864,,,864
201,114,4085獎勵及慰問,,,,,,864,,,864
201,114,(1)3102010100一般行政,,,,,,864,,,864
201,114,[1]退休退職人員三節慰問金　02,114-114,退休退職人員,退休公務人員支（兼）領月退休金2萬8千元以下者、退職工友（含技工、駕駛）等符合資格之退休退職人員三節慰問金。,,,864,,,864
240,113,合計,,,,,,709157,,,709157
240,113,1.對團體之捐助,,,,,,6758,,,6758
240,113,4040對國內團體之捐助,,,,,,6008,,,6008
240,113,(1)5202401020學術研究與人才培育,,,,,,6008,,,6008
240,113,[1]捐助中華民國天文學會　01,113-113,中華民國天文學會,學會日常會務運作,,,20,,,20
240,113,[2]捐助國際毒物學聯合會中華民國委員會　02,113-113,國際毒物學聯合會中華民國委員會,學會日常會務運作,,,10,,,10
240,113,[3]捐助國際科學史與科學哲學聯合會科學史組中華民國委員會　03,113-113,國際科學史與科學哲學聯合會科學史組中華民國委員會,學會日常會務運作,,,20,,,20
240,113,[4]國際科學資料委員會中華民國委員會　04,113-113,國際科學資料委員會中華民國委員會,學會日常會務運作,,,20,,,20
240,113,[5]捐助國際無線電科學聯合會中華民國委員會　05,113-113,國際無線電科學聯合會中華民國委員會,學會日常會務運作,,,10,,,10
240,113,[6]捐助太平洋科學協會中華民國委員會　06,113-113,太平洋科學協會中華民國委員會,學會日常會務運作,,,15,,,15
240,113,[7]捐助臺灣生物化學及分子生物學學會　07,113-113,臺灣生物化學及分子生物學學會,學會日常會務運作,,,10,,,10
240,113,[8]捐助台灣社會學會　08,113-113,台灣社會學會,學會日常會務運作,,,20,,,20
240,113,[9]捐助國際環境科學委員會中華民國委員會　09,113-113,國際環境科學委員會中華民國委員會,學會日常會務運作,,,10,,,10
240,113,[10]參與國際組織活動　10,113-113,民間社團及有關人士,補助及協助國內學術團體繳交國際組織會費,,,5873,,,5873
240,113,4045對私校之獎助,,,,,,750,,,750
240,113,(1)5202401020學術研究與人才培育,,,,,,250,,,250
240,113,[1]中研學者計畫,113-113,中研學者所屬私立學校,學校另聘教師授課鐘點費,,,250,,,250
240,113,(2)5202404000南部院區,,,,,,500,,,500
240,113,[1]關鍵議題研究-行政維運　01,113-113,私立大學,補助所招募之私立大學合聘教授減授鐘點費,,,500,,,500
240,113,2.對個人之捐助,,,,,,689099,,,689099
240,113,4050對學生之獎助,,,,,,543667,,,543667
240,113,(1)5202401020學術研究與人才培育,,,,,,406687,,,406687
240,113,[1]碩博士研究生獎助學金-人才培育及延攬計畫　01,113-113,碩博士研究生,碩博士研究生獎助學金,,,292013,,,292013
240,113,[2]碩博士研究生獎助學金-跨領域開發及研究設施之改善　02,113-113,碩博士研究生,碩博士研究生獎助學金,,,82750,,,82750
240,113,[3]碩博士研究生獎助學金-任務型專案研究計畫　03,113-113,碩博士研究生,碩博士研究生獎助學金,,,29624,,,29624
240,113,[4]碩博士研究生獎助學金-學研合作　04,113-113,碩博士研究生,碩博士研究生獎助學金,,,2300,,,2300
240,113,(2)5202402010數理科學研究,,,,,,47578,,,47578
240,113,[1]碩博士研究生獎助學金-數學研究　01,113-113,碩博士研究生,碩博士研究生獎助學金,,,960,,,960
240,113,[2]碩博士研究生獎助學金-物理研究　02,113-113,碩博士研究生,碩博士研究生獎助學金,,,2000,,,2000
240,113,[3]碩博士研究生獎助學金-化學研究　03,113-113,碩博士研究生,碩博士研究生獎助學金,,,6000,,,6000
240,113,[4]碩博士研究生獎助學金-資訊科學研究　04,113-113,碩博士研究生,碩博士研究生獎助學金,,,11026,,,11026
240,113,[5]碩博士研究生獎助學金-統計科學研究　05,113-113,碩博士研究生,碩博士研究生獎助學金,,,3300,,,3300
240,113,[6]碩博士研究生獎助學金-原子與分子科學研究　06,113-113,碩博士研究生,碩博士研究生獎助學金,,,3000,,,3000
240,113,[7]碩博士研究生獎助學金-天文及天文物理研究　07,113-113,碩博士研究生,碩博士研究生獎助學金,,,336,,,336
240,113,[8]碩博士研究生獎助學金-應用科學研究　08,113-113,碩博士研究生,碩博士研究生獎助學金,,,10000,,,10000
240,113,[9]碩博士研究生獎助學金-環境變遷研究　09,113-113,碩博士研究生,碩博士研究生獎助學金,,,2056,,,2056
240,113,[10]碩博士研究生獎助學金-資訊科技創新研究　10,113-113,碩博士研究生,碩博士研究生獎助學金,,,8900,,,8900
240,113,(3)5202402020生命科學研究,,,,,,62860,,,62860
240,113,[1]碩博士研究生獎助學金-植物暨微生物學研究　01,113-113,碩博士研究生,碩博士研究生獎助學金,,,4500,,,4500
240,113,[2]碩博士研究生獎助學金-細胞與個體生物學研究　02,113-113,碩博士研究生,碩博士研究生獎助學金,,,3500,,,3500
240,113,[3]碩博士研究生獎助學金-生物化學研究　03,113-113,碩博士研究生,碩博士研究生獎助學金,,,11000,,,11000
240,113,[4]碩博士研究生獎助學金-生物醫學科學研究　04,113-113,碩博士研究生,碩博士研究生獎助學金,,,13000,,,13000
240,113,[5]碩博士研究生獎助學金-分子生物研究　05,113-113,碩博士研究生,碩博士研究生獎助學金,,,8000,,,8000
240,113,[6]碩博士研究生獎助學金-農業生物科技研究　06,113-113,碩博士研究生,碩博士研究生獎助學金,,,5000,,,5000
240,113,[7]碩博士研究生獎助學金-臨海研究站　07,113-113,碩博士研究生,碩博士研究生獎助學金,,,660,,,660
240,113,[8]碩博士研究生獎助學金-生物多樣性研究計畫　08,113-113,碩博士研究生,碩博士研究生獎助學金,,,7200,,,7200
240,113,[9]碩博士研究生獎助學金-基因體研究計畫　09,113-113,碩博士研究生,碩博士研究生獎助學金,,,10000,,,10000
240,113,(4)5202402030人文及社會科學研究,,,,,,22542,,,22542
240,113,[1]碩博士研究生獎助學金-史學及考文研究　01,113-113,碩博士研究生,碩博士研究生獎助學金,,,5000,,,5000
240,113,[2]碩博士研究生獎助學金-民族學研究　02,113-113,碩博士研究生,碩博士研究生獎助學金,,,800,,,800
240,113,[3]碩博士研究生獎助學金-經濟研究　03,113-113,碩博士研究生,碩博士研究生獎助學金,,,1500,,,1500
240,113,[4]碩博士研究生獎助學金-台灣史研究　04,113-113,碩博士研究生,碩博士研究生獎助學金,,,2708,,,2708
240,113,[5]碩博士研究生獎助學金-社會學研究　05,113-113,碩博士研究生,碩博士研究生獎助學金,,,240,,,240
240,113,[6]碩博士研究生獎助學金-語言學研究　06,113-113,碩博士研究生,碩博士研究生獎助學金,,,1500,,,1500
240,113,[7]碩博士研究生獎助學金-政治學研究　07,113-113,碩博士研究生,碩博士研究生獎助學金,,,820,,,820
240,113,[8]碩博士研究生獎助學金-人文社會科學研究　08,113-113,碩博士研究生,碩博士研究生獎助學金,,,5000,,,5000
240,113,[9]碩博士研究生獎助學金-法律學研究　09,113-113,碩博士研究生,碩博士研究生獎助學金,,,2892,,,2892
240,113,[10]碩博士研究生獎助金-歐美研究　10,113-113,碩博士研究生,碩博士研究生獎助學金,,,432,,,432
240,113,[11]碩博士研究生獎助金-近代史研究　11,113-113,碩博士研究生,碩博士研究生獎助學金,,,1650,,,1650
240,113,(5)5202404000南部院區,,,,,,4000,,,4000
240,113,[1]碩博士研究生獎助學金-南部院區農業生技　01,113-113,碩博士研究生,碩博士研究生獎助學金,,,2500,,,2500
240,113,[2]碩博士研究生獎助學金-關鍵議題研究　02,113-113,碩博士研究生,碩博士研究生獎助學金,,,1500,,,1500
240,113,4075差額補貼,,,,,,70000,,,70000
240,113,(1)5202401010人力資源,,,,,,70000,,,70000
240,113,[1]退休人員優惠存款利息差額補貼　01,113-113,退休人員,退休人員優惠存款利息差額補貼,,,70000,,,70000
240,113,4085獎勵及慰問,,,,,,432,,,432
240,113,(1)5202400100一般行政,,,,,,432,,,432
240,113,[1]退休(職)人員三節慰問金　03,113-113,退休(職)人員及在職亡故人員遺族,退休(職)人員及在職亡故人員遺族等3節慰問金等,,,432,,,432
240,113,4090其他補助及捐助,,,,,,75000,,,75000
240,113,(1)5202401020學術研究與人才培育,,,,,,72600,,,72600
240,113,[1]獎勵年輕學者研究成果獎獎勵金　01,113-113,全國大學院校及國內公私立學術研究機構之相關人士,年輕學者研究成果獎獎勵金,,,4500,,,4500
240,113,[2]國內學人短期來院訪問獎助金　02,113-113,國內學人,獎勵國內學人來院從事短期訪問或參與研究工作給予補助,,,3700,,,3700
240,113,[3]人文及社會科學學術性專書獎獎勵金　03,113-113,國內專職從事人文社會科學研究或教學者,人文及社會科學學術性專書獎獎勵金,,,3000,,,3000
240,113,[4]關鍵突破種子計畫（含健康長壽大挑戰計畫）　04,113-113,補助計畫申請通過之人員,補助計畫申請通過之人員,,,12000,,,12000
240,113,[5]中研學者計畫　05,113-113,院外中研學者獲選者,中研學者執行計畫經費,,,49400,,,49400
240,113,(2)5202402030人文及社會科學研究,,,,,,2400,,,2400
240,113,[1]原住民訪問研究、部落服務獎助金-民族學研究　10,113-113,原住民,原住民訪問研究、部落服務獎助金,,,2400,,,2400
240,113,3.對國外之捐助,,,,,,13300,,,13300
240,113,4035對外之捐助,,,,,,13300,,,13300
240,113,(1)5202401020學術研究與人才培育,,,,,,13300,,,13300
240,113,[1]捐助世界科學院　01,113-113,"世界科學院 (TWAS)",參與發展中世界科學院協助發展中國家科學能力建構,,,1500,,,1500
240,113,[2]捐助國際科學理事會　02,113-113,國際科學理事會(ISC),國際科學理事會與本院合作在台北設立災害風險整合研究卓越中心，作為推動全球災害防治整合研究軸心之一，藉由與國際科學組織及災害研究相關自然暨社會科學領域學者的定期互訪、資訊交換及共同研究，增進全球災害研究與防治之成效，減輕自然災害對人類社會造成之威脅,,,10000,,,10000
240,113,[3]捐助國際人權網絡　03,113-113,國際人權網絡(HR),支援來自落後地區之國際人權網絡學者參與人權推動及提升事務,,,300,,,300
240,113,[4]合作計畫　04,113-113,歐洲分子生物聯盟,補助本院、國科會、歐洲分子生物組織(EMBO)及歐洲分子生物聯盟(EMBC)合作計畫,,,1500,,,1500
240,114,合計,,,,,,679203,,,679203
240,114,1.對團體之捐助,,,,,,12224,,,12224
240,114,4040對國內團體之捐助,,,,,,2824,,,2824
240,114,(1)5202401020學術研究與人才培育,,,,,,2824,,,2824
240,114,[1]捐助中華民國天文學會　01,114-114,中華民國天文學會,學會日常會務運作,,,20,,,20
240,114,[2]捐助國際毒物學聯合會中華民國委員會　02,114-114,國際毒物學聯合會中華民國委員會,學會日常會務運作,,,10,,,10
240,114,[3]捐助國際科學史與科學哲學聯合會科學史組中華民國委員會　03,114-114,國際科學史與科學哲學聯合會科學史組中華民國委員會,學會日常會務運作,,,20,,,20
240,114,[4]國際科學資料委員會中華民國委員會　04,114-114,國際科學資料委員會中華民國委員會,學會日常會務運作,,,20,,,20
240,114,[5]捐助國際無線電科學聯合會中華民國委員會　05,114-114,國際無線電科學聯合會中華民國委員會,學會日常會務運作,,,10,,,10
240,114,[6]捐助太平洋科學協會中華民國委員會　06,114-114,太平洋科學協會中華民國委員會,學會日常會務運作,,,15,,,15
240,114,[7]捐助臺灣生物化學及分子生物學學會　07,114-114,臺灣生物化學及分子生物學學會,學會日常會務運作,,,10,,,10
240,114,[8]捐助台灣社會學會　08,114-114,台灣社會學會,學會日常會務運作,,,10,,,10
240,114,[9]捐助國際環境科學委員會中華民國委員會　09,114-114,國際環境科學委員會中華民國委員會,學會日常會務運作,,,10,,,10
240,114,[10]捐助臺灣人類學與民族學學會　10,114-114,,學會日常會務運作,,,10,,,10
240,114,[11]參與國際組織活動　11,114-114,民間社團及有關人士,補助及協助國內學術團體繳交國際組織會費,,,2689,,,2689
240,114,4045對私校之獎助,,,,,,9400,,,9400
240,114,(1)5202401020學術研究與人才培育,,,,,,8900,,,8900
240,114,[1]中研學者計畫　01,114-114,中研學者獲選者及所屬私立學校,中研學者獲選者研究經費、所屬私立學校管理費及學校另聘教師授課鐘點費,,,8900,,,8900
240,114,(2)5202404000南部院區,,,,,,500,,,500
240,114,[1]關鍵議題研究　01,114-114,私立大學,補助所招募之私立大學合聘教授減授鐘點費,,,500,,,500
240,114,2.對個人之捐助,,,,,,637279,,,637279
240,114,4050對學生之獎助,,,,,,543423,,,543423
240,114,(1)5202401020學術研究與人才培育,,,,,,403155,,,403155
240,114,[1]碩博士研究生獎助學金-人才培育及延攬計畫　01,114-114,碩博士研究生,碩博士研究生獎助學金,,,280331,,,280331
240,114,[2]碩博士研究生獎助學金-跨領域開發及研究設施之改善　02,114-114,碩博士研究生,碩博士研究生獎助學金,,,84580,,,84580
240,114,[3]碩博士研究生獎助學金-任務型專案研究計畫　03,114-114,碩博士研究生,碩博士研究生獎助學金,,,36244,,,36244
240,114,[4]碩博士研究生獎助學金-學研合作　04,114-114,碩博士研究生,碩博士研究生獎助學金,,,2000,,,2000
240,114,(2)5202402010數理科學研究,,,,,,52052,,,52052
240,114,[1]碩博士研究生獎助學金-數學研究　01,114-114,碩博士研究生,碩博士研究生獎助學金,,,960,,,960
240,114,[2]碩博士研究生獎助學金-物理研究　02,114-114,碩博士研究生,碩博士研究生獎助學金,,,1600,,,1600
240,114,[3]碩博士研究生獎助學金-化學研究　03,114-114,碩博士研究生,碩博士研究生獎助學金,,,5500,,,5500
240,114,[4]碩博士研究生獎助學金-資訊科學研究　04,114-114,碩博士研究生,碩博士研究生獎助學金,,,13500,,,13500
240,114,[5]碩博士研究生獎助學金-統計科學研究　05,114-114,碩博士研究生,碩博士研究生獎助學金,,,3800,,,3800
240,114,[6]碩博士研究生獎助學金-原子與分子科學研究　06,114-114,碩博士研究生,碩博士研究生獎助學金,,,3400,,,3400
240,114,[7]碩博士研究生獎助學金-天文及天文物理研究　07,114-114,碩博士研究生,碩博士研究生獎助學金,,,336,,,336
240,114,[8]碩博士研究生獎助學金-應用科學研究　08,114-114,碩博士研究生,碩博士研究生獎助學金,,,12000,,,12000
240,114,[9]碩博士研究生獎助學金-環境變遷研究　09,114-114,碩博士研究生,碩博士研究生獎助學金,,,2056,,,2056
240,114,[10]碩博士研究生獎助學金-資訊科技創新研究　10,114-114,碩博士研究生,碩博士研究生獎助學金,,,8900,,,8900
240,114,(3)5202402020生命科學研究,,,,,,60060,,,60060
240,114,[1]碩博士研究生獎助學金-植物暨微生物學研究　01,114-114,碩博士研究生,碩博士研究生獎助學金,,,4500,,,4500
240,114,[2]碩博士研究生獎助學金-細胞與個體生物學研究　02,114-114,碩博士研究生,碩博士研究生獎助學金,,,3700,,,3700
240,114,[3]碩博士研究生獎助學金-生物化學研究　03,114-114,碩博士研究生,碩博士研究生獎助學金,,,12500,,,12500
240,114,[4]碩博士研究生獎助學金-生物醫學科學研究　04,114-114,碩博士研究生,碩博士研究生獎助學金,,,9000,,,9000
240,114,[5]碩博士研究生獎助學金-分子生物研究　05,114-114,碩博士研究生,碩博士研究生獎助學金,,,9500,,,9500
240,114,[6]碩博士研究生獎助學金-農業生物科技研究　06,114-114,碩博士研究生,碩博士研究生獎助學金,,,5000,,,5000
240,114,[7]碩博士研究生獎助學金-臨海研究站　07,114-114,碩博士研究生,碩博士研究生獎助學金,,,660,,,660
240,114,[8]碩博士研究生獎助學金-生物多樣性研究計畫　08,114-114,碩博士研究生,碩博士研究生獎助學金,,,6200,,,6200
240,114,[9]碩博士研究生獎助學金-基因體研究計畫　09,114-114,碩博士研究生,碩博士研究生獎助學金,,,9000,,,9000
240,114,(4)5202402030人文及社會科學研究,,,,,,23176,,,23176
240,114,[1]碩博士研究生獎助學金-史學及考文研究　01,114-114,碩博士研究生,碩博士研究生獎助學金,,,5000,,,5000
240,114,[2]碩博士研究生獎助學金-民族學研究　02,114-114,碩博士研究生,碩博士研究生獎助學金,,,1120,,,1120
240,114,[3]碩博士研究生獎助學金-經濟研究　03,114-114,碩博士研究生,碩博士研究生獎助學金,,,1200,,,1200
240,114,[4]碩博士研究生獎助學金-台灣史研究　04,114-114,碩博士研究生,碩博士研究生獎助學金,,,2588,,,2588
240,114,[5]碩博士研究生獎助學金-社會學研究　05,114-114,碩博士研究生,碩博士研究生獎助學金,,,480,,,480
240,114,[6]碩博士研究生獎助學金-語言學研究　06,114-114,碩博士研究生,碩博士研究生獎助學金,,,1874,,,1874
240,114,[7]碩博士研究生獎助學金-政治學研究　07,114-114,碩博士研究生,碩博士研究生獎助學金,,,820,,,820
240,114,[8]碩博士研究生獎助學金-人文社會科學研究　08,114-114,碩博士研究生,碩博士研究生獎助學金,,,5000,,,5000
240,114,[9]碩博士研究生獎助學金-法律學研究　09,114-114,碩博士研究生,碩博士研究生獎助學金,,,3012,,,3012
240,114,[10]碩博士研究生獎助金-歐美研究　10,114-114,碩博士研究生,碩博士研究生獎助學金,,,432,,,432
240,114,[11]碩博士研究生獎助金-近代史研究　11,114-114,碩博士研究生,碩博士研究生獎助學金,,,1650,,,1650
240,114,(5)5202404000南部院區,,,,,,4980,,,4980
240,114,[1]碩博士研究生獎助學金-南部院區農業生技　01,114-114,碩博士研究生,碩博士研究生獎助學金,,,3000,,,3000
240,114,[2]碩博士研究生獎助學金-關鍵議題研究　02,114-114,碩博士研究生,碩博士研究生獎助學金,,,1980,,,1980
240,114,4075差額補貼,,,,,,70000,,,70000
240,114,(1)5202401010人力資源,,,,,,70000,,,70000
240,114,[1]退休人員優惠存款利息差額補貼　01,114-114,退休人員,退休人員優惠存款利息差額補貼,,,70000,,,70000
240,114,4085獎勵及慰問,,,,,,456,,,456
240,114,(1)5202400100一般行政,,,,,,456,,,456
240,114,[1]退休(職)人員三節慰問金　01,114-114,退休(職)人員及在職亡故人員遺族,退休(職)人員及在職亡故人員遺族等3節慰問金等,,,456,,,456
240,114,4090其他補助及捐助,,,,,,23400,,,23400
240,114,(1)5202401020學術研究與人才培育,,,,,,21000,,,21000
240,114,[1]獎勵年輕學者研究成果獎獎勵金　01,114-114,全國大學院校及國內公私立學術研究機構之相關人士,年輕學者研究成果獎獎勵金,,,4800,,,4800
240,114,[2]國內學人短期來院訪問獎助金　02,114-114,國內學人,獎勵國內學人來院從事短期訪問或參與研究工作給予補助,,,3200,,,3200
240,114,[3]人文及社會科學學術性專書獎獎勵金　03,114-114,國內專職從事人文社會科學研究或教學者,人文及社會科學學術性專書獎獎勵金,,,3000,,,3000
240,114,[4]關鍵突破種子計畫（含健康長壽大挑戰計畫）　04,114-114,健康長壽大挑戰計畫主持人,健康長壽大挑戰計畫,,,10000,,,10000
240,114,(2)5202402030人文及社會科學研究,,,,,,2400,,,2400
240,114,[1]原住民訪問研究、部落服務獎助金-民族學研究　10,114-114,原住民,原住民訪問研究、部落服務獎助金,,,2400,,,2400
240,114,3.對國外之捐助,,,,,,29700,,,29700
240,114,4035對外之捐助,,,,,,29700,,,29700
240,114,(1)5202401020學術研究與人才培育,,,,,,28600,,,28600
240,114,[1]捐助世界科學院　01,114-114,世界科學院(TWAS),參與發展中世界科學院協助發展中國家科學能力建構,,,1500,,,1500
240,114,[2]捐助國際科學理事會　02,114-114,國際科學理事會(ISC),國際科學理事會與本院合作在台北設立災害風險整合研究卓越中心，作為推動全球災害防治整合研究軸心之一，藉由與國際科學組織及災害研究相關自然暨社會科學領域學者的定期互訪、資訊交換及共同研究，增進全球災害研究與防治之成效，減輕自然災害對人類社會造成之威脅,,,10000,,,10000
240,114,[3]捐助國際人權網絡　03,114-114,國際人權網絡(HR),支援來自落後地區之國際人權網絡學者參與人權推動及提升事務,,,300,,,300
240,114,[4]合作計畫　04,114-114,歐洲分子生物聯盟,補助本院、國科會、歐洲分子生物組織(EMBO)及歐洲分子生物聯盟(EMBC)合作計畫,,,5250,,,5250
240,114,[5]捐助世界和平基金會　05,114-114,"世界和平基金會(International Peace Foundation)","捐助該基金會辦理「Taiwan Bridge」計畫，邀請7位諾貝爾講得主於2025年11月至2026年4月間來本院演講、訪問。",,,11550,,,11550
240,114,(2)5202402010數理科學研究,,,,,,1100,,,1100
240,114,[1]捐助歐洲原子和分子計算中心　01,114-114,歐洲原子和分子計算中心,"捐助歐洲原子和分子計算中心(Centre Européen de Calcul Atomique et Moléculaire，CECAM)會費",,,1100,,,1100
301,113,合計,,,,,2154,1470,,,3624
301,113,1.對團體之捐助,,,,,2154,1000,,,3154
301,113,4040對國內團體之捐助,,,,,2154,,,,2154
301,113,(1)3203011900災害防救及國土安全,,,,,1200,,,,1200
301,113,[1]災害防救業務合作計畫　02,113-113,行政法人國家災害防救科技中心,"
1.國內外天然災害事件蒐整、分析、撰寫：災防週報、災害防救白皮書(分工)、天然災害紀實彙整。
2.協助災害管理業務與災害防救任務之推動：協助演習及訪評；災害事件現訪、會議、諮詢及建議；災害研判前置會議、災後相關傳遞通報事項；辦理跨部會情資研判研習；情資研判作業年度作為專案研析及報告；協助空間情報任務小組運作。
3.雙方合議之災害防救業務活動：協助災害防救年終研討會；協助災防告警細胞廣播訊息年度策進會議之維運管理報告；協助國家防災日演習活動；協助大規模地震情境模擬；其他雙方合議之災害防救活動。",,1200,,,,1200
301,113,(2)3203012200消保及食安業務,,,,,954,,,,954
301,113,[1]保護消費者權益及相關事務　03,113-113,民間團體,捐助民間團體辦理有關保護消費者權益及相關事務經費。,,954,,,,954
301,113,4085獎勵及慰問,,,,,,1000,,,1000
301,113,(1)3203012200消保及食安業務,,,,,,1000,,,1000
301,113,[1]獎勵優良消費者保護團體　04,113-113,消費者保護團體,獎勵評定為績優之消費者保護團體及辦理消費者保護工作成效顯著之消費者保護團體。,,,1000,,,1000
301,113,2.對個人之捐助,,,,,,470,,,470
301,113,4085獎勵及慰問,,,,,,450,,,450
301,113,(1)3203010100一般行政,,,,,,450,,,450
301,113,[1]退休(職)人員三節慰問金　01,113-113,退休(職)人員,退休(職)人員三節慰問金。,,,450,,,450
301,113,4090其他補助及捐助,,,,,,20,,,20
301,113,(1)3203012400新聞傳播業務,,,,,,20,,,20
301,113,[1]新聞媒體從業人員慰問金　05,113-113,新聞媒體從業人員,從事採訪工作發生意外事故導致傷亡或罹患疾病之新聞從業人員慰問金。,,,20,,,20
301,114,合計,,,,,2046,1470,,,3516
301,114,1.對團體之捐助,,,,,2046,1000,,,3046
301,114,4040對國內團體之捐助,,,,,2046,,,,2046
301,114,(1)3203011900災害防救及國土安全,,,,,1140,,,,1140
301,114,[1]災害防救業務合作計畫　01,114-114,行政法人國家災害防救科技中心,"
1.國內外天然災害事件蒐整、分析、撰寫：災防週報、災害防救白皮書(分工)、天然災害紀實彙整。
2.協助災害管理業務與災害防救任務之推動：協助演習及訪評；災害事件現訪、會議、諮詢及建議；災害研判前置會議、災後相關傳遞通報事項；辦理跨部會情資研判研習；情資研判作業專案研析及報告；協助空間情報任務小組運作。
3.雙方合議之災害防救業務活動：協助災害防救年終研討會；協助災防告警細胞廣播訊息年度策進會議之維運管理報告；協助國家防災日演習活動；協助大規模地震情境模擬；其他雙方合議之災害防救活動。",,1140,,,,1140
301,114,(2)3203012200消保及食安業務,,,,,906,,,,906
301,114,[1]保護消費者權益及相關事務　02,114-114,民間團體,捐助民間團體辦理有關保護消費者權益及相關事務經費。,,906,,,,906
301,114,4085獎勵及慰問,,,,,,1000,,,1000
301,114,(1)3203012200消保及食安業務,,,,,,1000,,,1000
301,114,[1]獎勵優良消費者保護團體　03,114-114,消費者保護團體,獎勵評定為績優之消費者保護團體及辦理消費者保護工作成效顯著之消費者保護團體。,,,1000,,,1000
301,114,2.對個人之捐助,,,,,,470,,,470
301,114,4085獎勵及慰問,,,,,,450,,,450
301,114,(1)3203010100一般行政,,,,,,450,,,450
301,114,[1]退休(職)人員三節慰問金　04,114-114,退休(職)人員,退休(職)人員三節慰問金。,,,450,,,450
301,114,4090其他補助及捐助,,,,,,20,,,20
301,114,(1)3203012400新聞傳播業務,,,,,,20,,,20
301,114,[1]新聞媒體從業人員慰問金　05,114-114,新聞媒體從業人員,從事採訪工作發生意外事故導致傷亡或罹患疾病之新聞從業人員慰問金。,,,20,,,20
401,113,合計,,,,,,15699,,,15699
401,113,1.對團體之捐助,,,,,,13560,,,13560
401,113,4040對國內團體之捐助,,,,,,13560,,,13560
401,113,(1)3304010700黨團補助,,,,,,13560,,,13560
401,113,[1]對國會各政黨黨團運作經費捐助計畫　01,經常性,各黨(政)團,國會各黨(政)團運作相關經費,,,13560,,,13560
401,113,2.對個人之捐助,,,,,,2139,,,2139
401,113,4050對學生之獎助,,,,,,588,,,588
401,113,(1)3304010100一般行政,,,,,,288,,,288
401,113,[1]對博碩士論文之獎助　02,113-113,國內各大學院校博碩士生,從事國會領域研究博碩士論文,,,288,,,288
401,113,(2)3304010500國會圖書業務,,,,,,300,,,300
401,113,[1]對博碩士論文之獎助　03,113-113,國內各大學院校博碩士生,從事臺灣民主發展史領域研究博碩士論文,,,300,,,300
401,113,4085獎勵及慰問,,,,,,1551,,,1551
401,113,(1)3304010100一般行政,,,,,,1551,,,1551
401,113,[1]退休人員三節慰問金　04,經常性,退休職工,退休人員三節慰問金及年節特別照護金,,,1551,,,1551
401,114,合計,,,,,,15855,,,15855
401,114,1.對團體之捐助,,,,,,13560,,,13560
401,114,4040對國內團體之捐助,,,,,,13560,,,13560
401,114,(1)3304010700黨團補助,,,,,,13560,,,13560
401,114,[1]對國會各政黨黨團運作經費捐助計畫　01,經常性,各黨(政)團,國會各黨(政)團運作相關經費,,,13560,,,13560
401,114,2.對個人之捐助,,,,,,2295,,,2295
401,114,4050對學生之獎助,,,,,,588,,,588
401,114,(1)3304010100一般行政,,,,,,288,,,288
401,114,[1]對博碩士論文之獎助　02,114-114,國內各大學院校博碩士生,從事國會領域研究博碩士論文,,,288,,,288
401,114,(2)3304010500國會圖書業務,,,,,,300,,,300
401,114,[1]對博碩士論文之獎助　03,114-114,國內各大學院校博碩士生,從事臺灣民主發展史領域研究博碩士論文,,,300,,,300
401,114,4085獎勵及慰問,,,,,,1707,,,1707
401,114,(1)3304010100一般行政,,,,,,1707,,,1707
401,114,[1]退休人員三節慰問金　04,經常性,退休職工,退休人員三節慰問金及年節特別照護金,,,1707,,,1707
501,113,合計,,,,378099,1035757,542,,44227,1458625
501,113,1.對團體之捐助,,,,378099,1035757,,,44227,1458083
501,113,4040對國內團體之捐助,,,,378099,1035757,,,44227,1458083
501,113,(1)3405011300審判行政,,,,32971,3699,,,533,37203
501,113,[1]捐助全國及地區公證人公會　01,113-113,全國及地區公證人公會,捐助該會業務運作經費。,,275,,,533,808
501,113,[2]捐助中華民國公證學會　02,113-113,中華民國公證學會,捐助該會相關業務運作，參與國際會議或相互交流經費。,,85,,,,85
